apiId,station_name,evcs_coordinates,open_date,avg_pre_open,std_pre_open,avg_post_open,std_post_open,relative_change,Zscore,ev_lat,ev_lng,poi_lng,poi_lat,poi_name,category,group,subCategory,poi_zipcode,ev_zipcode,city,distance_m,distance_group,real city
venue:b6f4520d1300f9f320a44b28,ProPark 184 Kent Ave - Tesla Destination,"(40.7185092, -73.9648207)",1/18/2019,5.690410959,24.70474086,15.70958904,42.51370873,1.760712566,0.405556899,40.7185092,-73.9648207,-73.96297455,40.71680069,Triumph Brooklyn,Car Shops & Services,Shops & Services,Motorcycle Shop,11249,11249,Brooklyn,245.5603765,200-300m,Brooklyn
venue:b4ac73872a2e67f3240d4280,ProPark 184 Kent Ave - Tesla Destination,"(40.7185092, -73.9648207)",1/18/2019,47.27945205,120.829158,17.25479452,71.75732348,-0.635046648,-0.248488511,40.7185092,-73.9648207,-73.96286011,40.71695709,Wythe Diner,Restaurants,Dining,Diner,11249,11249,Brooklyn,238.9326737,200-300m,Brooklyn
venue:e38bbcaba3134294c5264235,ProPark 184 Kent Ave - Tesla Destination,"(40.7185092, -73.9648207)",1/18/2019,55.95342466,110.7240433,26.95068493,77.85413793,-0.518337169,-0.261937145,40.7185092,-73.9648207,-73.96146393,40.71680832,MAST,Groceries,Groceries,Candy Store,11211,11249,Brooklyn,340.2998293,300-350m,Brooklyn
venue:be1e86cc72a2e25f78ef2351,ProPark 184 Kent Ave - Tesla Destination,"(40.7185092, -73.9648207)",1/18/2019,144.3342466,207.9191862,255.9561644,202.9066349,0.773357124,0.536852418,40.7185092,-73.9648207,-73.96169281,40.71704865,North 3rd Street Market,Groceries,Groceries,Grocery Store,11249,11249,Brooklyn,309.6245942,300-350m,Brooklyn
venue:f6ef3f67f0da01345bb5926b,ProPark 184 Kent Ave - Tesla Destination,"(40.7185092, -73.9648207)",1/18/2019,9.802739726,33.55386834,16.04109589,42.9295482,0.636389044,0.185920625,40.7185092,-73.9648207,-73.96305084,40.71686935,Catbird Welding Annex,Fashion Accessories,Apparel,Jewelry Store,11249,11249,Brooklyn,235.5799491,200-300m,Brooklyn
complex:649c27590657e1002a5860e4,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,132.7753425,249.6980901,117.890411,237.034249,-0.112106143,-0.059611715,40.711729,-73.967698,-73.96903229,40.70887375,NYC Parking Kent Garage Corporation,Car Shops & Services,Shops & Services,Parking,11211,11211,Brooklyn,336.8199148,300-350m,Brooklyn
venue:801a2170efdb0bbaa6b006d5,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,253.3041096,271.6597199,231.1616438,284.1643014,-0.087414554,-0.081508093,40.711729,-73.967698,-73.96635437,40.71283722,The Woods,Bars & Pubs,Leisure,Bar,11211,11211,Brooklyn,167.3629875,100-200m,Brooklyn
venue:222dec765e673fd52208ce87,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,227.969863,200.5940674,232.1808219,187.2488213,0.01847156,0.02099244,40.711729,-73.967698,-73.96522522,40.71447754,12 Chairs Cafe,Restaurants,Dining,Israeli Restaurant,11249,11211,Brooklyn,369.9230999,300-350m,Brooklyn
venue:665091a0fdf39cedf7898e8a,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,217.4986301,184.6631419,222.5671233,176.727934,0.023303564,0.027447238,40.711729,-73.967698,-73.96535492,40.71416473,Sunday In Brooklyn,Restaurants,Dining,New American Restaurant,11249,11211,Brooklyn,335.1940075,300-350m,Brooklyn
venue:fc6513f72ba00da4736b278f,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,279.1479452,274.5738257,248.3835616,203.3519813,-0.110208168,-0.112044123,40.711729,-73.967698,-73.96783447,40.7114296,Dunham's Sports,Recreational & Sporting Goods,Apparel,Sporting Goods Shop,11249,11211,Brooklyn,35.22285071,0-100m,Brooklyn
venue:e808d42fd854d6689815b68b,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,229.1643836,282.1065389,238.2657534,292.4044562,0.039715464,0.032262173,40.711729,-73.967698,-73.96582794,40.71377182,Freehold,Restaurants,Dining,American Restaurant,11249,11211,Brooklyn,276.4793841,200-300m,Brooklyn
venue:5c4a3402bcd5a43c7b80af21,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,143.3917808,178.9599606,223.8630137,298.5753497,0.561198364,0.449660542,40.711729,-73.967698,-73.96932983,40.71075821,Giando On the Water,Restaurants,Dining,Italian Restaurant,11249,11211,Brooklyn,174.8431102,100-200m,Brooklyn
venue:9865ed52fc0bb0039bb0d538,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,167.6273973,440.0963223,132.6027397,176.5857152,-0.208943515,-0.079584072,40.711729,-73.967698,-73.96516418,40.71111298,Bembe,Bars & Pubs,Leisure,Lounge,11249,11211,Brooklyn,224.2822287,200-300m,Brooklyn
venue:95122960ef4fed3dd5cfa6f8,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,114.4273973,365.6362937,67.64931507,86.08804451,-0.408801417,-0.127936102,40.711729,-73.967698,-73.966362,40.71114731,TBA Brooklyn,Theaters & Music Venues,Leisure,Music Venue,11249,11211,Brooklyn,129.8607957,100-200m,Brooklyn
venue:edca48ed9b730e6f98e2af5e,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,90.10958904,160.0654538,147.890411,181.0510948,0.641228337,0.360982464,40.711729,-73.967698,-73.96529388,40.71073532,M&D Shapiro True Value Hardware,Home Improvement,Home Improvements & Furnishings,Hardware Store,11249,11211,Brooklyn,230.8016107,200-300m,Brooklyn
venue:7a84ddad3cfa405c60f79b65,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,152.7260274,166.983751,160.4931507,167.4848626,0.050856579,0.046514246,40.711729,-73.967698,-73.96765137,40.71097946,Donna,Bars & Pubs,Leisure,Cocktail Bar,11249,11211,Brooklyn,83.43766302,0-100m,Brooklyn
venue:b7bb4a22f690c8951c31b1dd,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,13.68219178,44.47394392,16.44657534,43.81762304,0.202042451,0.062157374,40.711729,-73.967698,-73.96789551,40.71098709,Arrojo Williamsburg,Beauty & Spa,Beauty & Spa,Salon / Barbershop,10004,11211,Manhattan,84.15954634,0-100m,Manhattan
venue:f3b3a3b4341536624b2197b0,Sherman Parking - Tesla Destination,"(40.711729, -73.967698)",1/17/2019,17.85753425,48.32009205,13.43287671,34.96307336,-0.247775391,-0.091569725,40.711729,-73.967698,-73.96560669,40.71412277,1 OR 8,Restaurants,Dining,Sushi Restaurant,11249,11211,Brooklyn,319.2466213,300-350m,Brooklyn
venue:e76b447a69061428fc9b23f0,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,4435.712329,1318.805048,4287.476712,1175.368529,-0.033418672,-0.112401463,40.6732353,-73.9862323,-73.98876953,40.67490005,Whole Foods Market,Groceries,Groceries,Grocery Store,11215,11215,Brooklyn,282.9328826,200-300m,Brooklyn
venue:b8366363f951bc51600010b3,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,905.4054795,537.6737695,832.5616438,539.1558722,-0.080454379,-0.135479616,40.6732353,-73.9862323,-73.98683929,40.67416,Staples,Office Supplies,Shopping Centers,Paper / Office Supplies Store,11215,11215,Brooklyn,114.8597256,100-200m,Brooklyn
venue:6966de02a18b41920ef6e6a1,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,565.3479452,315.6363658,552.3643836,290.6666198,-0.022965612,-0.041134556,40.6732353,-73.9862323,-73.98508453,40.67560196,Golden Touch Car Care Center,Car Wash Services,Shops & Services,Car Wash,11215,11215,Brooklyn,280.3974975,200-300m,Brooklyn
venue:199817982ebd05bc9e1a7022,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,297.7041096,201.2729411,260.8191781,197.8098214,-0.123897959,-0.183258273,40.6732353,-73.9862323,-73.98815155,40.67326355,U-Haul Moving & Storage,Shipping & Storage,Shops & Services,Storage Facility,11215,11215,Brooklyn,161.8895382,100-200m,Brooklyn
venue:4f64727d9b406a4fa383dd5b,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,111.6493151,113.3212044,126.0273973,117.0963692,0.128778956,0.12687901,40.6732353,-73.9862323,-73.9824295,40.67420959,Two Boots Park Slope,Fast Food & QSR,Dining,Pizza Place,11215,11215,Brooklyn,338.5091921,300-350m,Brooklyn
venue:38723435e8aeca89320025b1,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,310.169863,230.4351442,362.7369863,261.0418515,0.169478501,0.22812112,40.6732353,-73.9862323,-73.98829651,40.67111206,Taste of China,Restaurants,Dining,Chinese Restaurant,11215,11215,Brooklyn,293.3367224,200-300m,Brooklyn
venue:58bc5efc4326aa9efadfd39e,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,150.8931507,181.15497,165.0191781,199.2823999,0.093616094,0.077977587,40.6732353,-73.9862323,-73.98342896,40.67302704,Stone Park Cafe,Restaurants,Dining,New American Restaurant,11215,11215,Brooklyn,237.5502396,200-300m,Brooklyn
venue:3ba899eadc14ee27bd539dc9,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,248.0109589,198.0501376,214.8164384,144.3690964,-0.133842959,-0.167606652,40.6732353,-73.9862323,-73.98419952,40.67440033,Artist & Craftsman Supply,"Hobbies, Gifts & Crafts",Shops & Services,Arts & Crafts Store,11215,11215,Brooklyn,214.8743387,200-300m,Brooklyn
venue:7201faa8ecfe408847369bc4,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,212.2383562,215.1674678,204.1205479,142.8158991,-0.038248545,-0.037727861,40.6732353,-73.9862323,-73.98710632,40.67387009,Pep Boys Auto Parts & Service,Car Shops & Services,Shops & Services,Automotive Shop,11215,11215,Brooklyn,102.0560033,100-200m,Brooklyn
venue:5dea782e79239bc686e1934a,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,27.98356164,58.31889176,45.95068493,61.9764913,0.642059918,0.3080841,40.6732353,-73.9862323,-73.98325348,40.67313766,Tava Turkish And Mediterranean,Restaurants,Dining,Turkish Restaurant,11215,11215,Brooklyn,251.4521414,200-300m,Brooklyn
venue:497f39f31b8a016e6f3c6509,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,51.36712329,74.74503926,46.14520548,68.69328438,-0.101658755,-0.069863069,40.6732353,-73.9862323,-73.98468018,40.67081833,Sushi yashin,Restaurants,Dining,Sushi Restaurant,11215,11215,Brooklyn,298.9379208,200-300m,Brooklyn
venue:40db6e3a048e22126b89d278,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,48.69589041,88.8045954,56.42465753,79.45551624,0.158714977,0.087031162,40.6732353,-73.9862323,-73.98979187,40.67328262,Halyards,Bars & Pubs,Leisure,Bar,11215,11215,Brooklyn,300.2407533,300-350m,Brooklyn
venue:2dc6110bcd142c1eb3f7d980,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,28.90684932,60.30032058,27.77808219,53.27528097,-0.039048431,-0.01871909,40.6732353,-73.9862323,-73.98442078,40.67105103,Logan's Run,Bars & Pubs,Leisure,Bar,11215,11215,Brooklyn,286.9340466,200-300m,Brooklyn
venue:470c17dc7d0eeeb175c66734,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,13.34246575,42.40387292,14.57808219,39.83313494,0.092607803,0.029139235,40.6732353,-73.9862323,-73.98519897,40.67412567,Little Lion Salon,Beauty & Spa,Beauty & Spa,Salon / Barbershop,11215,11215,Brooklyn,131.8944269,100-200m,Brooklyn
venue:661a714ac5b81c60a84e285f,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,8.347945205,39.47814846,10.54246575,32.17716205,0.262881523,0.055588234,40.6732353,-73.9862323,-73.98350525,40.67317581,Events at Stone Park,Stores & Services,Shops & Services,Event Service,11215,11215,Brooklyn,230.0797622,200-300m,Brooklyn
venue:21344aab42325415acd43d67,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,10.10684932,33.00869153,6.890410959,20.92579882,-0.318243426,-0.097442165,40.6732353,-73.9862323,-73.98439026,40.6710968,Eve's Unisex Salon,Beauty & Spa,Beauty & Spa,Salon / Barbershop,11215,11215,Brooklyn,284.0385691,200-300m,Brooklyn
venue:b7d94d0eb9b807f838c4e182,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,142.6958904,154.7372041,122.3424658,148.1828966,-0.142634974,-0.13153543,40.6732353,-73.9862323,-73.98243713,40.67360687,Gristmill,Restaurants,Dining,American Restaurant,11215,11215,Brooklyn,322.7188316,300-350m,Brooklyn
venue:f52a47898baa38125be02c12,IMPark 353 4th Ave - Tesla Destination,"(40.6732353, -73.9862323)",2/12/2019,199.2219178,153.6556109,174.0356164,121.1004548,-0.126423346,-0.163913971,40.6732353,-73.9862323,-73.98419189,40.67119217,Du Jour Bakery,"Breakfast, Coffee, Bakeries & Dessert Shops",Dining,Bakery,11215,11215,Brooklyn,284.9995837,200-300m,Brooklyn
venue:647caaf5f01a622dc72274ad,MTP Parking 363 Bond Street - Tesla Destination,"(40.6781552, -73.9904425)",1/18/2019,130.6575342,161.2974369,128.8958904,100.6402859,-0.01348291,-0.01092171,40.6781552,-73.9904425,-73.98773956,40.67617035,CubeSmart Self Storage,Shipping & Storage,Shops & Services,Storage Facility,11215,11231,Brooklyn,317.2797723,300-350m,Brooklyn
complex:61ddadb15edc41002a3a5b08,MTP Parking 363 Bond Street - Tesla Destination,"(40.6781552, -73.9904425)",1/18/2019,92.96438356,133.8349457,57.19452055,82.47102703,-0.384769539,-0.267268484,40.6781552,-73.9904425,-73.9932785,40.67723846,Bond Collective,Other,Buildings and Entertainment Centers,Building,11231,11231,Brooklyn,259.9751714,200-300m,Brooklyn
venue:364f2a0e7a7c50c1486de0ab,MTP Parking 363 Bond Street - Tesla Destination,"(40.6781552, -73.9904425)",1/18/2019,160.4465753,180.1294117,130.1917808,100.7426623,-0.18856616,-0.167961435,40.6781552,-73.9904425,-73.98726654,40.67668533,Extra Space Storage,Shipping & Storage,Shops & Services,Storage Facility,11215,11231,Brooklyn,313.7583059,300-350m,Brooklyn
venue:745c671d1f24831a36965f1f,MTP Parking 363 Bond Street - Tesla Destination,"(40.6781552, -73.9904425)",1/18/2019,98.79178082,141.9328329,99.80821918,136.9772638,0.010288694,0.007161404,40.6781552,-73.9904425,-73.98898315,40.67997742,501 Union,Attractions,Leisure,Event Space,11231,11231,Brooklyn,237.0653709,200-300m,Brooklyn
complex:667d37e9a0d6457b8cc5aba3,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,2523.561644,1950.047813,3895.79726,2464.059991,0.543769406,0.703693318,40.718054,-73.951847,-73.95142365,40.72071075,McCarren Park,Nature & Landmarks,Leisure,Park,11222,11211,Brooklyn,297.5638041,200-300m,Brooklyn
venue:cf1890d0e62c67c2da0f85e5,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,235.0575342,196.3566067,205.8273973,174.0078952,-0.124353117,-0.148862508,40.718054,-73.951847,-73.9504776,40.71668625,Llama Inn,Restaurants,Dining,Peruvian Restaurant,11211,11211,Brooklyn,190.9192814,100-200m,Brooklyn
venue:a6d1746d1f9ff84cbdbc7b8b,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,193.060274,204.5888444,158.5506849,150.3643589,-0.178750337,-0.168677765,40.718054,-73.951847,-73.95542908,40.72024536,The Gibson,Bars & Pubs,Leisure,Bar,11249,11211,Brooklyn,387.9545079,300-350m,Brooklyn
venue:6517cb4c8705260714868fd0,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,84.86027397,122.2973978,100.3452055,125.5433959,0.182475625,0.126617015,40.718054,-73.951847,-73.95294189,40.71922684,Happy Dogs at McCarren Park,Pet Stores & Services,Shops & Services,Pet Service,11211,11211,Brooklyn,159.7569818,100-200m,Brooklyn
venue:bfe25be6fafc4d06aa0dc192,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,147.3123288,159.3500742,162.2246575,148.8221667,0.101229333,0.093582189,40.718054,-73.951847,-73.95432281,40.71879578,Fushimi Williamsburg,Restaurants,Dining,Japanese Restaurant,11211,11211,Brooklyn,224.3660311,200-300m,Brooklyn
venue:a307519bb30cee772931a88e,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,140.5863014,162.6924096,127.5890411,134.524645,-0.092450403,-0.079888547,40.718054,-73.951847,-73.95184326,40.7168045,Reunion,Restaurants,Dining,Israeli Restaurant,11211,11211,Brooklyn,138.9384184,100-200m,Brooklyn
venue:24efb51dab6a66d057faa4a1,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,141.2630137,173.5888849,136.7506849,156.2057701,-0.031942747,-0.025994342,40.718054,-73.951847,-73.95000458,40.71702194,Night of Joy,Bars & Pubs,Leisure,Cocktail Bar,11211,11211,Brooklyn,193.0817818,100-200m,Brooklyn
venue:8a741f42b76956d8233606de,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,89.53424658,137.391084,106.9178082,176.8020058,0.194155447,0.126526126,40.718054,-73.951847,-73.95121765,40.71659851,Bamonte's,Restaurants,Dining,Italian Restaurant,11211,11211,Brooklyn,170.3130082,100-200m,Brooklyn
venue:bed87f44e6eba4995aa27476,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,103.3616438,116.9392895,100.3616438,95.33334032,-0.029024306,-0.025654338,40.718054,-73.951847,-73.95092773,40.71518707,Kings Co Imperial,Restaurants,Dining,Chinese Restaurant,11211,11211,Brooklyn,328.0675651,300-350m,Brooklyn
venue:42ba59ff5b8c99bd54552d10,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,94.46849315,133.7963321,87.45753425,107.9402891,-0.074214785,-0.052400232,40.718054,-73.951847,-73.9502182,40.7181015,Pete's Candy Store,Bars & Pubs,Leisure,Bar,11211,11211,Brooklyn,137.373271,100-200m,Brooklyn
venue:f07ad44ffcce5f14379bfa42,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,31.18630137,62.95527218,31.14246575,49.61446394,-0.001405605,-0.000696298,40.718054,-73.951847,-73.95547485,40.71898651,Fedoroff's Roast Pork,Restaurants,Dining,Restaurant,11211,11211,Brooklyn,322.8495535,300-350m,Brooklyn
venue:a934d3f2fddaad81701d3a3f,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,78.32876712,126.1552609,63.69315068,88.51078088,-0.186848548,-0.116012732,40.718054,-73.951847,-73.95207214,40.7182312,Casa Publica BK,Restaurants,Dining,Mexican Restaurant,11211,11211,Brooklyn,27.35435977,0-100m,Brooklyn
venue:d349bc3c8db97975aec7cb9a,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,28.82191781,74.68232032,27.49041096,54.91299853,-0.046197719,-0.017828943,40.718054,-73.951847,-73.95413971,40.71896362,NYC Pet,Pet Stores & Services,Shops & Services,Pet Store,11211,11211,Brooklyn,218.0953707,200-300m,Brooklyn
venue:d0d0ae87cb3b92381d639c41,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,63.88219178,95.3825429,51.63561644,60.28760139,-0.191705623,-0.128394305,40.718054,-73.951847,-73.95502472,40.72062683,Turkey's Nest,Bars & Pubs,Leisure,Sports Bar,11249,11211,Brooklyn,391.873904,300-350m,Brooklyn
venue:65cc58ddee2c060714dcf6ac,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,36.09863014,80.83887871,32.23561644,56.80852109,-0.10701275,-0.047786582,40.718054,-73.951847,-73.9552002,40.71883774,MyMoon,Restaurants,Dining,Restaurant,11211,11211,Brooklyn,295.7310159,200-300m,Brooklyn
venue:2a2cb012714de4e92b5109f5,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,32.13972603,63.07038354,32.24931507,87.00594132,0.003409769,0.001737567,40.718054,-73.951847,-73.95561218,40.72006989,The Bedford,Bars & Pubs,Leisure,Gastropub,11249,11211,Brooklyn,388.5047776,300-350m,Brooklyn
venue:13cad894a3cdfa7f64a23563,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,24.43287671,57.17506386,25.08219178,45.79425843,0.026575465,0.011356613,40.718054,-73.951847,-73.95533752,40.71889877,Wild Ginger,Restaurants,Dining,Asian Restaurant,11211,11211,Brooklyn,308.8050573,300-350m,Brooklyn
venue:eec87f6ce1a89d7054b0d88e,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,17.05205479,60.57943679,12.10958904,41.34914381,-0.289845758,-0.081586525,40.718054,-73.951847,-73.95290375,40.7191124,Greenburg Bodega,Restaurants,Dining,Restaurant,11211,11211,Brooklyn,147.5882725,100-200m,Brooklyn
venue:a7a4d6cea776dfc6922ac0f7,MTP Parking 568 Union Ave - Tesla Destination,"(40.718054, -73.951847)",1/17/2019,13.61643836,39.35246133,21.6630137,46.76571108,0.590945674,0.204474512,40.718054,-73.951847,-73.9500351,40.71715927,Sanctuary Salon,Beauty & Spa,Beauty & Spa,Salon / Barbershop,11211,11211,Brooklyn,182.2544184,100-200m,Brooklyn
